id,Age,Annual_Income_USD,Daily_Commute_km,Number_of_Cars_Owned,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Environmental_Concern_Level,Gender,City_Type,Current_Car_Type,Home_Charging_Possible,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
1771,64,85104,5,1,9,8,2,Male,Urban,Sedan,No,Yes,Low,No
1772,25,77534,61.9,3,4,3,3,Female,Suburban,Sedan,Yes,Yes,Low,No
1773,43,106431,39,2,11,18,1,Male,Urban,Sedan,Yes,Yes,Low,No
1774,46,113337,5,1,2,1,3,Female,Rural,Hatchback,Yes,No,Low,No
1775,28,90191,55.1,1,7,5,2,Female,Suburban,Sedan,No,No,High,No
1776,58,30000,5,2,2,3,2,Male,Rural,Sedan,Yes,Yes,Low,No
1777,27,71784,5,2,5,3,1,Female,Suburban,Sedan,Yes,Yes,Low,No
1778,31,84701,5,2,4,16,4,Male,Urban,SUV,No,No,Low,No
1779,66,121711,44.7,2,7,18,2,Male,Urban,Sedan,No,Yes,Medium,No
1780,46,132998,5,1,3,11,1,Male,Urban,Truck,No,Yes,Low,No
1781,54,109194,61.1,1,2,19,3,Female,Urban,SUV,Yes,Yes,Low,Yes
1782,64,75595,30.7,2,9,3,3,Female,Urban,Hatchback,No,No,Low,No
1783,50,128801,26.4,3,2,0,4,Female,Rural,SUV,Yes,Yes,Low,Yes
1784,56,94863,46.6,3,13,4,3,Female,Urban,SUV,Yes,Yes,Low,No
1785,63,101200,5,1,3,14,4,Female,Urban,Hatchback,Yes,Yes,Low,No
1786,29,123577,40.1,2,13,11,1,Female,Urban,SUV,No,Yes,Low,No
1787,62,82465,57.3,2,7,16,1,Female,Urban,Sedan,No,Yes,Low,No
1788,26,30000,5,3,3,2,3,Male,Suburban,Sedan,Yes,No,Low,No
1789,26,93300,5,1,7,17,1,Male,Urban,SUV,No,Yes,Low,No
1790,31,30000,5,2,1,2,4,Female,Rural,Sedan,Yes,No,Low,No
1791,58,76945,29.6,1,4,4,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1792,49,77909,36.2,2,8,3,5,Female,Urban,Sedan,No,Yes,Low,Yes
1793,40,30000,24.2,1,2,1,1,Female,Rural,Truck,Yes,Yes,Low,No
1794,37,64391,17.4,2,12,10,1,Male,Urban,Hatchback,Yes,Yes,Low,No
1795,43,67414,5,1,1,9,5,Male,Suburban,Truck,Yes,Yes,Low,Yes
1796,62,105817,67.4,2,1,2,1,Female,Rural,Sedan,Yes,Yes,Low,No
1797,40,95896,5,2,2,3,5,Male,Rural,Sedan,Yes,Yes,Low,No
1798,45,61636,37.1,2,1,3,4,Male,Suburban,SUV,Yes,Yes,Low,No
1799,52,56766,51.8,2,1,0,4,Male,Rural,SUV,Yes,No,Low,No
1800,31,66492,58.9,2,11,3,4,Female,Urban,SUV,No,Yes,Medium,No
1801,40,63828,5,2,2,7,3,Female,Suburban,SUV,Yes,Yes,Low,Yes
1802,31,86943,50.9,1,0,3,1,Male,Rural,Hatchback,Yes,No,Low,No
1803,42,90753,32,3,9,14,3,Male,Urban,Sedan,No,Yes,Low,No
1804,39,126575,43.4,1,11,18,3,Male,Urban,Sedan,No,Yes,Low,No
1805,61,82465,22.6,2,2,0,3,Female,Rural,Sedan,Yes,Yes,Low,Yes
1806,47,49862,19.1,1,1,9,4,Female,Suburban,Hatchback,Yes,Yes,Low,No
1807,26,86800,45.8,2,7,12,5,Male,Urban,SUV,No,Yes,Low,Yes
1808,28,79548,42.7,1,9,8,1,Male,Urban,SUV,No,Yes,Medium,No
1809,54,153682,5,2,1,2,1,Male,Rural,Sedan,Yes,No,Low,No
1810,65,84916,27,2,2,3,4,Male,Rural,Sedan,Yes,Yes,Low,No
1811,55,95939,5,1,0,2,2,Male,Rural,SUV,Yes,Yes,Low,No
1812,34,112352,38.7,2,8,5,3,Male,Urban,Sedan,Yes,No,Low,No
1813,48,76920,41.2,1,8,13,1,Male,Urban,Sedan,No,Yes,Low,No
1814,43,81590,32.5,1,3,18,1,Male,Urban,Hatchback,No,No,Low,No
1815,45,107519,35.7,1,13,16,1,Female,Urban,Sedan,No,Yes,Low,No
1816,65,83622,5,1,6,8,3,Female,Urban,SUV,Yes,Yes,Low,No
1817,47,85629,35.9,1,1,4,4,Male,Suburban,Sedan,Yes,No,Low,No
1818,31,102300,56.9,1,1,2,2,Female,Rural,Sedan,Yes,Yes,Low,No
1819,60,112343,57.2,2,8,10,5,Male,Urban,Truck,No,Yes,Low,Yes
1820,59,80192,36.4,2,2,5,1,Male,Suburban,SUV,Yes,No,Low,No
1821,32,61007,58.7,2,13,19,2,Female,Urban,Sedan,No,No,Low,No
1822,63,62967,52.7,2,2,2,5,Male,Rural,Sedan,Yes,No,Low,No
1823,29,52859,43.2,2,8,3,1,Male,Urban,SUV,No,Yes,Medium,No
1824,44,134436,36.8,2,6,12,2,Male,Urban,Hatchback,Yes,Yes,Low,No
1825,47,113067,58.6,2,11,3,4,Male,Urban,Sedan,Yes,Yes,Low,Yes
1826,57,90912,31.2,2,3,2,2,Male,Suburban,Hatchback,Yes,No,Low,No
1827,61,30000,5,1,4,3,1,Male,Suburban,Truck,Yes,No,Low,No
1828,66,94036,25.1,1,2,6,3,Female,Suburban,Sedan,Yes,No,Low,No
1829,42,82933,21.7,2,0,3,3,Female,Rural,SUV,Yes,Yes,Low,No
1830,56,92796,5,2,1,3,5,Male,Rural,Sedan,Yes,Yes,Low,No
1831,49,72955,5,1,2,2,5,Female,Rural,Hatchback,Yes,Yes,Low,No
1832,41,90967,32.8,3,4,5,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1833,43,95594,5,2,9,6,4,Male,Urban,Sedan,No,No,Medium,No
1834,30,30000,26.3,2,12,3,4,Male,Urban,Truck,No,Yes,Low,No
1835,25,30000,5,1,9,18,3,Female,Urban,SUV,No,Yes,Low,No
1836,65,112555,66.1,1,1,3,1,Male,Suburban,SUV,Yes,Yes,Low,No
1837,58,97973,30.5,2,6,5,4,Female,Urban,Sedan,Yes,No,Low,No
1838,57,81098,32.1,1,0,3,5,Male,Rural,SUV,Yes,No,Medium,No
1839,41,102319,33.4,3,0,2,1,Female,Rural,SUV,Yes,No,Low,No
1840,30,107701,49.7,2,0,3,1,Female,Rural,Sedan,Yes,Yes,Low,No
1841,25,51344,54.9,1,6,10,2,Male,Urban,SUV,Yes,Yes,Low,No
1842,50,107430,42.4,2,0,2,2,Male,Rural,Hatchback,Yes,Yes,Low,No
1843,56,30000,32.8,1,10,16,2,Male,Urban,Sedan,No,Yes,Low,No
1844,36,51593,5,1,13,5,3,Female,Urban,Sedan,No,Yes,Low,No
1845,44,122278,43.9,2,2,4,3,Female,Urban,SUV,Yes,Yes,Low,No
1846,69,68367,68.2,1,2,2,2,Female,Rural,SUV,Yes,Yes,Low,No
1847,36,62711,42.7,3,9,17,1,Male,Urban,Hatchback,No,No,Low,No
1848,32,30000,52.1,2,4,6,5,Male,Urban,Sedan,Yes,Yes,Low,No
1849,53,96811,67.1,1,9,4,2,Female,Urban,Sedan,No,Yes,Medium,No
1850,59,61661,38.5,1,3,6,2,Male,Suburban,SUV,Yes,No,Low,No
1851,56,113067,35.3,2,7,6,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1852,56,120101,5,3,6,10,2,Female,Urban,Sedan,No,Yes,Medium,No
1853,59,105596,62.8,1,13,12,1,Female,Urban,Sedan,No,Yes,Low,No
1854,59,62930,5,2,0,5,1,Male,Suburban,SUV,Yes,Yes,Low,No
1855,31,82768,46.1,3,1,1,4,Male,Rural,SUV,Yes,Yes,Low,No
1856,33,102280,28,1,3,12,5,Male,Urban,SUV,Yes,No,Low,No
1857,41,120813,22.2,1,2,13,2,Female,Urban,Hatchback,Yes,No,Low,No
1858,52,46679,5,1,4,10,1,Male,Urban,Hatchback,No,No,Low,No
1859,33,151315,52,1,2,1,1,Female,Rural,Sedan,Yes,No,Low,No
1860,44,80777,52.5,1,2,0,1,Female,Rural,Sedan,Yes,Yes,Low,No
1861,60,93059,11.6,1,0,0,1,Female,Rural,Truck,Yes,No,Low,No
1862,47,80181,28.9,2,0,3,2,Male,Suburban,Sedan,No,No,Medium,No
1863,29,55725,53.4,2,7,9,2,Male,Urban,SUV,Yes,No,Low,No
1864,26,72955,35.3,2,13,19,1,Male,Urban,Sedan,No,No,Low,No
1865,56,122743,5,1,7,3,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1866,53,71644,27.3,2,2,16,2,Male,Urban,Sedan,No,No,Low,No
1867,33,58811,47.1,4,0,1,2,Female,Rural,Sedan,Yes,No,Low,No
1868,31,93962,46.5,3,14,10,5,Male,Urban,SUV,Yes,Yes,Low,Yes
1869,37,106588,57.5,2,6,4,3,Female,Suburban,SUV,Yes,No,Low,No
1870,30,104558,46.2,1,1,4,1,Male,Suburban,Sedan,Yes,No,Low,No
1871,26,51808,52.8,1,0,2,5,Female,Rural,SUV,Yes,No,Low,No
1872,49,70864,63.5,2,7,5,1,Male,Suburban,SUV,Yes,Yes,Low,No
1873,48,68986,56.6,1,2,3,1,Female,Urban,Hatchback,No,Yes,Medium,No
1874,51,87848,23.3,2,5,19,2,Male,Urban,Hatchback,No,Yes,Low,No
1875,37,124042,5,2,5,8,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1876,53,81751,37.8,1,6,5,1,Male,Urban,Sedan,No,Yes,Medium,No
1877,65,67819,37.6,1,3,14,3,Male,Urban,SUV,No,Yes,Medium,No
1878,64,127763,50.8,2,0,9,4,Male,Suburban,SUV,Yes,Yes,Low,Yes
1879,56,91209,34.5,2,0,9,4,Female,Suburban,Sedan,Yes,No,Low,No
1880,44,69336,59.5,1,2,3,5,Female,Rural,Hatchback,Yes,No,Low,No
1881,30,60411,5,2,5,13,3,Male,Urban,Sedan,No,Yes,Low,No
1882,35,68679,5,3,4,7,5,Male,Suburban,Hatchback,Yes,Yes,Low,Yes
1883,54,30000,49.3,4,7,9,5,Male,Suburban,Sedan,Yes,No,Low,No
1884,62,30000,5,2,0,0,4,Male,Rural,Hatchback,Yes,Yes,Low,No
1885,62,92796,40.1,2,7,5,3,Male,Suburban,Sedan,Yes,Yes,Low,No
1886,50,84774,5,2,3,6,4,Male,Suburban,Sedan,Yes,Yes,Low,No
1887,36,93321,45.2,2,13,6,1,Male,Urban,Sedan,No,No,Medium,No
1888,51,66728,31.4,1,1,6,3,Male,Suburban,Sedan,No,No,Medium,No
1889,48,121286,36.2,2,2,2,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1890,44,95614,38.5,2,11,14,4,Male,Urban,Truck,Yes,Yes,Low,No
1891,26,56795,33.6,1,1,2,5,Female,Rural,Sedan,Yes,Yes,Low,No
1892,40,79497,23.6,1,3,5,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
1893,47,78447,5,2,1,5,3,Female,Suburban,SUV,Yes,Yes,Low,Yes
1894,44,65398,47.8,2,5,7,3,Female,Suburban,Sedan,Yes,No,Low,No
1895,46,78527,58.6,2,14,17,5,Male,Urban,Sedan,Yes,No,Low,No
1896,50,104447,50.1,3,9,17,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
1897,28,93035,47,2,5,3,2,Female,Suburban,Sedan,Yes,No,Low,No
1898,68,113371,5,2,1,3,4,Female,Rural,Hatchback,Yes,Yes,Low,Yes
1899,60,102030,36.7,1,5,12,3,Male,Urban,Sedan,No,Yes,Low,No
1900,31,93427,45.9,1,2,2,4,Female,Rural,Truck,Yes,Yes,Low,No
1901,51,54917,5,2,2,18,2,Female,Urban,Sedan,No,No,Low,No
1902,29,104084,5,2,6,8,1,Female,Suburban,Sedan,Yes,No,Low,No
1903,62,65800,12.7,2,4,7,2,Female,Suburban,Sedan,Yes,Yes,Low,No
1904,49,88345,58.9,2,3,18,3,Female,Urban,SUV,No,Yes,Medium,No
1905,40,109402,52.8,1,13,6,4,Female,Urban,Sedan,No,Yes,Low,Yes
1906,26,99724,5,1,3,14,1,Male,Urban,Sedan,No,Yes,Low,No
1907,32,30000,49.2,1,3,9,5,Male,Suburban,Sedan,Yes,No,Low,No
1908,35,63383,39.7,1,2,0,3,Female,Rural,SUV,Yes,Yes,Low,No
1909,69,133381,55.9,2,4,8,1,Male,Suburban,Sedan,Yes,No,Low,No
1910,25,81966,5,1,7,9,3,Male,Suburban,SUV,Yes,No,Low,No
1911,25,93028,30.9,1,13,19,5,Male,Urban,Sedan,No,Yes,Low,Yes
1912,46,139956,5,1,0,0,5,Female,Rural,SUV,Yes,Yes,Low,Yes
1913,26,30000,50,1,1,2,3,Male,Rural,SUV,Yes,Yes,Low,No
1914,68,122345,51.6,3,4,5,1,Other,Suburban,SUV,Yes,Yes,Low,No
1915,30,85880,25.8,1,0,0,4,Male,Rural,SUV,Yes,Yes,Low,Yes
1916,65,147723,38.5,1,6,7,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1917,32,121962,55.7,1,2,9,3,Female,Suburban,SUV,Yes,Yes,Low,No
1918,32,30000,44,1,13,18,2,Male,Urban,SUV,No,No,Low,No
1919,42,126575,19.8,2,2,3,3,Female,Rural,SUV,Yes,Yes,Low,Yes
1920,54,71095,46.6,1,7,9,4,Female,Suburban,Sedan,No,No,Medium,No
1921,31,72673,38.8,2,6,5,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1922,57,70905,61.6,2,3,14,3,Male,Urban,SUV,No,Yes,Low,No
1923,25,87836,34.5,2,2,9,1,Male,Suburban,Sedan,Yes,No,Low,No
1924,55,84562,5,1,6,5,5,Male,Suburban,Hatchback,Yes,No,Low,No
1925,61,74846,5,2,4,13,1,Female,Urban,Sedan,Yes,Yes,Low,No
1926,51,84934,42.6,1,4,4,4,Female,Suburban,SUV,Yes,Yes,Low,Yes
1927,53,56513,49.7,1,0,0,4,Male,Rural,Hatchback,Yes,Yes,Low,Yes
1928,45,73436,69,1,3,5,3,Male,Suburban,SUV,Yes,No,Low,No
1929,48,94745,34.7,1,2,0,1,Male,Rural,SUV,Yes,No,Low,No
1930,37,107510,5,3,11,12,5,Female,Urban,Sedan,Yes,No,Low,No
1931,27,87916,38.9,2,0,3,5,Male,Suburban,Hatchback,Yes,Yes,Low,Yes
1932,64,121085,36.7,1,4,3,1,Female,Suburban,Sedan,Yes,Yes,Low,No
1933,47,95594,32.3,1,9,11,2,Male,Urban,SUV,No,Yes,Low,No
1934,69,96521,26,1,0,8,5,Male,Suburban,SUV,Yes,Yes,Low,No
1935,52,46623,5,2,7,16,5,Male,Urban,Sedan,No,No,Low,No
1936,29,80622,29.3,1,11,16,1,Female,Urban,Truck,Yes,No,Low,No
1937,50,82481,69.5,1,0,1,5,Male,Suburban,SUV,Yes,No,Low,No
1938,48,85469,43.3,1,3,8,2,Male,Suburban,Hatchback,Yes,No,Low,No
1939,28,72465,33.9,3,9,6,2,Female,Urban,Truck,No,No,Medium,No
1940,64,51901,31.7,2,10,13,2,Male,Urban,SUV,Yes,No,Low,No
1941,35,69396,45.8,1,6,5,2,Male,Suburban,Sedan,Yes,Yes,Low,No
1942,68,90350,5,2,6,16,1,Male,Urban,Sedan,No,No,Low,No
1943,45,87835,22,2,1,9,1,Male,Suburban,Sedan,Yes,Yes,Low,No
1944,37,68790,44.8,1,5,18,3,Male,Urban,SUV,Yes,No,Low,No
1945,68,79651,48.1,1,3,6,1,Female,Urban,Sedan,Yes,No,Low,No
1946,43,81648,27.9,2,10,8,2,Female,Urban,Sedan,No,Yes,Low,No
1947,51,96533,5,3,6,16,4,Female,Urban,Truck,No,No,Low,No
1948,25,66514,36.4,1,2,2,5,Male,Rural,SUV,Yes,No,Low,No
1949,35,92265,42,1,1,0,5,Male,Rural,SUV,Yes,Yes,Low,Yes
1950,37,148216,22.9,2,2,4,2,Male,Suburban,SUV,Yes,No,Low,No
1951,69,92144,45.5,4,5,5,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1952,69,86505,5,1,1,8,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
1953,56,142610,32.4,2,5,9,2,Male,Suburban,Sedan,Yes,Yes,Low,No
1954,43,115976,5,1,4,11,3,Female,Urban,SUV,No,Yes,Low,Yes
1955,49,30000,40.4,1,6,8,1,Female,Urban,Sedan,Yes,Yes,Low,No
1956,47,81110,37.8,1,2,1,4,Female,Rural,SUV,Yes,Yes,Low,No
1957,56,75480,43.4,1,3,10,5,Male,Urban,Sedan,No,Yes,Medium,No
1958,31,79043,36.1,2,12,15,4,Male,Urban,SUV,No,No,Low,No
1959,55,79855,5,1,6,3,2,Male,Suburban,SUV,Yes,Yes,Low,No
1960,64,56877,65.5,2,5,13,4,Male,Urban,SUV,No,No,Medium,No
1961,37,121778,56.6,1,2,3,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
1962,42,54739,52.8,1,6,4,2,Female,Suburban,Hatchback,Yes,No,Low,No
1963,55,115620,56.8,2,9,16,3,Male,Urban,Sedan,No,Yes,Low,Yes
1964,26,90519,45.4,2,7,9,2,Male,Suburban,SUV,Yes,Yes,Low,No
1965,61,98185,52.3,2,1,1,5,Male,Suburban,SUV,Yes,No,Low,No
1966,57,86825,21.2,1,8,16,4,Female,Urban,SUV,No,Yes,Medium,No
1967,33,91675,36.4,2,4,3,2,Female,Urban,Sedan,Yes,No,Low,No
1968,36,81143,5,1,11,17,1,Female,Urban,Sedan,Yes,Yes,Low,No
1969,40,86306,39.5,1,2,1,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1970,54,80728,50.5,1,2,0,3,Female,Rural,SUV,Yes,No,Low,No
1971,45,30000,5,2,14,17,5,Male,Urban,Sedan,No,No,Low,No
1972,66,58922,47.5,1,8,6,1,Male,Urban,SUV,No,Yes,Low,No
1973,67,85132,45.3,2,4,5,2,Female,Urban,Sedan,No,Yes,Medium,No
1974,41,91675,48.3,2,4,7,5,Male,Suburban,SUV,Yes,Yes,Low,No
1975,53,81844,37.3,2,4,3,2,Male,Suburban,SUV,Yes,Yes,Low,No
1976,68,107854,5,2,2,0,4,Female,Rural,Sedan,Yes,Yes,Low,Yes
1977,32,133907,24.7,2,4,9,1,Female,Suburban,SUV,Yes,No,Low,No
1978,43,131472,37.2,1,7,6,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
1979,63,118939,48,2,7,8,1,Male,Suburban,SUV,Yes,Yes,Low,No
1980,39,103320,21.1,1,2,3,5,Male,Rural,Sedan,Yes,No,Low,No
1981,67,87778,12.2,1,8,4,2,Male,Urban,Sedan,No,Yes,Low,No
1982,62,86661,5,1,5,18,3,Male,Urban,Sedan,No,No,Low,No
1983,50,109578,33,2,2,10,3,Female,Urban,Sedan,Yes,Yes,Low,No
1984,46,71934,30.3,3,7,2,3,Male,Suburban,SUV,Yes,No,Low,No
1985,27,51878,34.3,2,4,9,1,Female,Suburban,SUV,Yes,No,Low,No
1986,34,83635,26.9,3,2,3,1,Female,Suburban,Sedan,Yes,No,Low,No
1987,47,121378,39,2,2,2,2,Male,Rural,Hatchback,Yes,Yes,Low,No
1988,30,104473,28.8,2,14,19,4,Male,Urban,Truck,Yes,No,Low,No
1989,63,80942,5,1,2,3,4,Female,Rural,Hatchback,Yes,Yes,Low,Yes
1990,56,74986,20.5,2,5,15,2,Male,Urban,SUV,No,Yes,Low,No
1991,62,82465,20.9,2,4,4,1,Female,Suburban,Sedan,Yes,No,Low,No
1992,37,154110,43.8,2,5,3,4,Female,Suburban,SUV,Yes,Yes,Low,Yes
1993,69,93856,5,1,4,19,2,Male,Urban,Sedan,No,No,Low,No
1994,27,86877,41.3,3,10,19,3,Female,Urban,Truck,No,No,Low,No
1995,58,113828,32.4,2,2,1,2,Female,Rural,Sedan,Yes,Yes,Low,No
1996,36,75888,27.8,3,7,5,2,Male,Suburban,Sedan,Yes,Yes,Low,Yes
1997,48,87823,16.3,1,5,7,2,Male,Suburban,Truck,Yes,Yes,Low,No
1998,33,92372,23.1,2,2,2,3,Male,Rural,Sedan,Yes,No,Low,No
1999,52,104084,36.9,2,4,6,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
2000,41,75830,5,3,0,1,1,Male,Rural,SUV,Yes,No,Low,No
2001,30,72955,28.2,2,5,8,1,Female,Suburban,Sedan,Yes,No,Low,No
2002,25,91619,5,1,7,5,3,Female,Suburban,SUV,Yes,No,Low,No
2003,50,96990,5,1,0,1,2,Female,Rural,SUV,Yes,No,Low,No
2004,30,85464,5,1,3,4,2,Female,Suburban,Sedan,Yes,No,Low,No
2005,28,83410,5,1,7,6,2,Female,Suburban,SUV,Yes,Yes,Low,No
2006,46,70523,24.4,3,5,5,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
2007,67,91582,5,1,2,8,1,Female,Suburban,SUV,Yes,Yes,Low,No
2008,65,64472,37.5,1,12,16,4,Male,Urban,Hatchback,No,No,Medium,No
2009,26,97623,26.8,1,6,13,4,Female,Urban,SUV,Yes,Yes,Low,No
2010,37,105917,52.8,2,3,8,4,Male,Suburban,Sedan,Yes,No,Low,No
2011,42,105534,18.8,1,5,7,1,Male,Urban,Sedan,Yes,Yes,Low,No
2012,56,85894,5,2,3,17,5,Male,Urban,SUV,Yes,Yes,Low,No
2013,31,75943,28,1,6,1,3,Male,Suburban,SUV,Yes,No,Low,No
2014,43,30000,49.6,1,5,9,3,Female,Suburban,SUV,Yes,Yes,Low,No
2015,67,165571,15.2,1,3,3,3,Female,Suburban,Sedan,Yes,Yes,Low,No
2016,27,104098,42.6,1,2,10,3,Male,Urban,Hatchback,Yes,Yes,Low,No
2017,36,91560,32.1,2,3,6,5,Female,Urban,Hatchback,Yes,No,Low,No
2018,27,122980,5,1,1,2,4,Male,Rural,Sedan,Yes,Yes,Low,Yes
2019,26,110975,5,2,4,5,3,Male,Urban,Sedan,Yes,Yes,Low,No
2020,27,86800,5,2,2,0,3,Female,Rural,Sedan,Yes,No,Low,No
2021,36,117006,58.2,1,7,17,5,Female,Urban,Sedan,No,Yes,Low,Yes
2022,48,49277,20.4,2,13,8,5,Male,Urban,Sedan,No,Yes,Low,No
2023,63,121067,49.8,1,1,7,3,Female,Suburban,SUV,Yes,Yes,Low,Yes
2024,36,90541,40.3,1,2,12,1,Male,Urban,Sedan,No,No,Low,No
2025,50,126882,5,4,3,1,2,Female,Suburban,SUV,Yes,No,Low,No
2026,44,81699,30.1,2,0,2,4,Male,Rural,Sedan,Yes,Yes,Low,No
2027,32,64632,67.2,2,0,2,2,Female,Rural,SUV,Yes,Yes,Low,No
2028,33,66989,23.9,2,14,15,4,Male,Urban,SUV,No,No,Low,No
2029,38,107621,11,4,6,3,1,Female,Urban,Hatchback,Yes,Yes,Low,No
2030,32,30000,55.3,4,4,8,5,Male,Suburban,SUV,Yes,No,Low,No
2031,61,63733,56.4,1,3,18,1,Female,Urban,Sedan,No,No,Low,No
2032,30,70886,48.8,1,8,12,4,Female,Urban,Sedan,No,Yes,Medium,No
2033,31,75830,5,1,5,6,1,Female,Suburban,Sedan,Yes,Yes,Low,No
2034,55,92880,35.2,1,9,6,1,Male,Urban,Hatchback,No,Yes,Medium,No
2035,38,77147,5,2,1,6,3,Female,Suburban,SUV,Yes,Yes,Low,No
2036,25,47350,12.8,1,3,3,2,Male,Suburban,Sedan,Yes,No,Low,No
2037,38,86928,56.4,2,13,14,3,Male,Urban,Hatchback,No,Yes,Low,No
2038,55,83682,55.2,2,7,8,4,Female,Suburban,Sedan,Yes,Yes,Low,Yes
2039,29,83912,5,1,0,7,1,Female,Suburban,SUV,Yes,No,Low,No
2040,58,70905,5,3,5,9,3,Female,Suburban,Hatchback,Yes,No,Low,No
2041,30,65790,26.7,2,2,3,1,Male,Urban,Truck,No,No,Medium,No
2042,50,78851,5,2,7,6,1,Female,Urban,SUV,Yes,Yes,Low,No
2043,67,70922,30.2,2,2,3,5,Female,Rural,Truck,Yes,No,Low,No
2044,61,50490,47.4,2,0,9,4,Male,Suburban,Hatchback,Yes,Yes,Low,No
2045,44,30000,21.6,1,11,9,2,Male,Urban,Sedan,Yes,No,Low,No
2046,69,71958,34.5,2,5,1,1,Male,Suburban,Sedan,Yes,No,Low,No
2047,60,73556,5,2,6,3,3,Male,Suburban,Sedan,Yes,No,Low,No
2048,59,81029,5,1,6,18,2,Male,Urban,Hatchback,No,No,Low,No
2049,33,134585,32.7,2,0,1,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
2050,52,97597,20.6,2,1,1,4,Male,Rural,Sedan,Yes,Yes,Low,Yes
2051,50,145880,21.3,2,2,0,3,Female,Rural,SUV,Yes,Yes,Low,Yes
2052,28,95918,33,1,7,7,1,Male,Suburban,Truck,Yes,Yes,Low,No
2053,65,30000,47.4,1,3,16,1,Male,Urban,Truck,No,Yes,Low,No
2054,48,114768,56.5,1,0,9,4,Female,Suburban,Sedan,No,Yes,Medium,No
2055,49,146538,17.7,2,14,5,4,Female,Urban,Sedan,Yes,No,Low,No
2056,64,107517,5,1,4,6,1,Female,Urban,SUV,No,Yes,Medium,No
2057,43,96477,33.7,2,1,8,2,Female,Suburban,Sedan,Yes,Yes,Low,No
2058,48,74541,35.8,1,12,18,3,Male,Urban,SUV,No,No,Low,No
2059,59,30000,5,2,0,9,1,Male,Suburban,Sedan,Yes,No,Low,No
2060,25,57990,58,2,3,18,3,Male,Urban,Sedan,Yes,No,Low,No
2061,61,85342,39.8,1,8,13,1,Male,Urban,Hatchback,No,Yes,Low,No
2062,45,94814,5,1,12,4,3,Male,Urban,SUV,Yes,Yes,Low,No
2063,52,68480,30.4,2,9,4,3,Female,Urban,SUV,No,Yes,Medium,No
2064,60,62703,42.7,2,0,0,1,Female,Rural,Sedan,Yes,No,Low,No
2065,64,82640,5,2,0,3,3,Male,Suburban,Truck,Yes,Yes,Low,No
2066,49,77924,12.9,1,7,3,1,Female,Suburban,Hatchback,Yes,Yes,Low,No
2067,48,74056,11.6,1,2,3,4,Male,Rural,Sedan,Yes,Yes,Low,No
2068,33,98147,24.9,2,3,8,3,Female,Suburban,Sedan,Yes,Yes,Low,Yes
2069,52,115755,5,3,13,3,5,Male,Urban,SUV,No,Yes,Low,Yes
2070,48,104441,51.8,2,4,4,1,Female,Suburban,Sedan,Yes,Yes,Low,No
2071,69,53486,57.4,2,14,6,1,Male,Urban,Sedan,Yes,Yes,Low,No
2072,45,81515,5,2,3,8,1,Male,Urban,SUV,No,No,Low,No
2073,47,30000,59,2,10,10,2,Male,Urban,SUV,No,No,Low,No
2074,65,47973,76,2,13,12,3,Male,Urban,Sedan,No,Yes,Medium,No
2075,48,74541,22,1,1,9,4,Female,Suburban,SUV,Yes,No,Low,No
2076,62,64223,36.1,2,14,17,4,Male,Urban,SUV,Yes,Yes,Low,No
2077,38,30000,5,1,6,8,2,Male,Suburban,Truck,Yes,Yes,Low,No
2078,59,121697,45.4,1,6,8,3,Male,Suburban,Sedan,Yes,Yes,Low,Yes
2079,42,82451,16.6,1,7,9,5,Female,Urban,Hatchback,Yes,Yes,Low,No
2080,60,78018,22.9,1,4,18,4,Male,Urban,Sedan,No,No,Low,No
2081,35,76650,27.2,2,1,2,3,Female,Rural,SUV,No,No,Medium,No
2082,29,91347,24.3,3,0,3,2,Male,Rural,Sedan,Yes,Yes,Low,No
2083,69,91813,5,2,2,12,5,Female,Urban,SUV,No,Yes,Low,Yes
2084,33,102350,5,1,7,8,3,Female,Urban,SUV,Yes,No,Low,No
2085,50,97937,48,2,2,8,4,Female,Suburban,SUV,Yes,No,Low,No
2086,29,95938,54.1,2,4,14,2,Female,Urban,Sedan,No,Yes,Medium,No
2087,26,72270,56.1,2,0,2,5,Male,Suburban,Sedan,Yes,No,Low,No
2088,40,119873,5,2,10,18,3,Male,Urban,SUV,No,Yes,Low,No
2089,59,121657,26,2,3,18,1,Male,Urban,SUV,No,Yes,Low,No
